Year,Month,Segment,Sub-Segment,Category,Subcategory,Tag,Amount,Quarter,Difference,Difference YTD Budget
2026.0,March,Retail,Russ,EBIT,EBIT,Actual,4087408853.0,Q1,3968804533,-423202376.0
2026.0,March,Retail,Russ,EBITDA,EBITDA,Actual,4576148256.0,Q1,4007522319,-277050762.0
,,,Russ,,,,,,,
2026.0,April,Retail,Russ,Revenue,Revenue,Actual,3256931183.0,Q2,-12128190877,-7514199489.0
2026.0,April,Retail,Russ,COGS,COGS,Actual,-1712325923.0,Q2,5495389764,4440378231.0
2026.0,April,Retail,Russ,GP,GP,Actual,1544605260.0,Q2,-6632801113,-3073821258.0
2026.0,April,Retail,Russ,SM,S&M - O2O,Actual,0.0,Q2,0,0.0
2026.0,April,Retail,Russ,SM,S&M - Offline,Actual,27462981.0,Q2,123702376,678129222.0
2026.0,April,Retail,Russ,SM,S&M - Online,Actual,-313101429.0,Q2,762705693,439067027.0
2026.0,April,Retail,Russ,SM,S&M - Others,Actual,-306487135.0,Q2,1122214702,684526161.0
2026.0,April,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q2,0,0.0
2026.0,April,Retail,Russ,SM,S&M - Payment Channel,Actual,0.0,Q2,0,0.0
2026.0,April,Retail,Russ,SM,S&M - PCV,Actual,0.0,Q2,0,0.0
2026.0,April,Retail,Russ,SM,S&M - Distribution Cost,Actual,-32850981.0,Q2,31506347,155237048.0
2026.0,April,Retail,Russ,,Total S&M,Actual,-624976564.0,Q2,2040129118,1956959458.0
2026.0,April,Retail,Russ,,CM,Actual,919628696.0,Q2,-4592671995,-1116861800.0
2026.0,April,Retail,Russ,GA,G&A - Staff Cost,Actual,-180937126.0,Q2,12410419,5956090.0
2026.0,April,Retail,Russ,GA,G&A - Other staff cost,Actual,-292331809.0,Q2,256933797,427113980.0
2026.0,April,Retail,Russ,GA,G&A - Facility Management and Travelling,Actual,-155663690.0,Q2,86003141,41506590.0
2026.0,April,Retail,Russ,GA,G&A - Consultancy cost,Actual,-10401250.0,Q2,-6000000,-23605000.0
2026.0,April,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q2,0,0.0
2026.0,April,Retail,Russ,GA,G&A - IT Cost,Actual,-14165234.0,Q2,-582500,6883652.0
2026.0,April,Retail,Russ,GA,G&A - Depreciation,Actual,-469448583.0,Q2,19290820,-199230279.0
2026.0,April,Retail,Russ,,Other income/(expenses) ,Actual,73447043.0,Q2,7335512,185078569.0
2026.0,April,Retail,Russ,,Total G&A (Include Depre + Others),Actual,-1049500649.0,Q2,375391189,443703602.0
2026.0,April,Retail,Russ,EBIT,EBIT,Actual,-129871953.0,Q2,-4217280806,-673158198.0
2026.0,April,Retail,Russ,EBITDA,EBITDA,Actual,339576630.0,Q2,-4236571626,-473927919.0
,,,Russ,,,,,,,
2026.0,May,Retail,Russ,Revenue,Revenue,Actual,3443938941.0,Q2,187007758,-8749560607.0
2026.0,May,Retail,Russ,COGS,COGS,Actual,-1745298127.0,Q2,-32972204,5081523134.0
2026.0,May,Retail,Russ,GP,GP,Actual,1698640814.0,Q2,154035554,-3668037473.0
2026.0,May,Retail,Russ,SM,S&M - O2O,Actual,0.0,Q2,0,0.0
2026.0,May,Retail,Russ,SM,S&M - Offline,Actual,-13682360.0,Q2,-41145341,781429363.0
2026.0,May,Retail,Russ,SM,S&M - Online,Actual,-304456275.0,Q2,8645154,649333759.0
2026.0,May,Retail,Russ,SM,S&M - Others,Actual,-318716456.0,Q2,-12229321,833739711.0
2026.0,May,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q2,0,0.0
2026.0,May,Retail,Russ,SM,S&M - Payment Channel,Actual,0.0,Q2,0,0.0
2026.0,May,Retail,Russ,SM,S&M - PCV,Actual,0.0,Q2,0,0.0
2026.0,May,Retail,Russ,SM,S&M - Distribution Cost,Actual,-17500151.0,Q2,15350830,184529898.0
2026.0,May,Retail,Russ,,Total S&M,Actual,-654355242.0,Q2,-29378678,2449032731.0
2026.0,May,Retail,Russ,,CM,Actual,1044285572.0,Q2,124656876,-1219004742.0
2026.0,May,Retail,Russ,GA,G&A - Staff Cost,Actual,-179076037.0,Q2,1861089,12350147.0
2026.0,May,Retail,Russ,GA,G&A - Other staff cost,Actual,-240597839.0,Q2,51733970,560860146.0
2026.0,May,Retail,Russ,GA,G&A - Facility Management and Travelling,Actual,-123736452.0,Q2,31927238,95583540.0
2026.0,May,Retail,Russ,GA,G&A - Consultancy cost,Actual,-4401250.0,Q2,6000000,-28006250.0
2026.0,May,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q2,0,0.0
2026.0,May,Retail,Russ,GA,G&A - IT Cost,Actual,-14137510.0,Q2,27724,8019505.0
2026.0,May,Retail,Russ,GA,G&A - Depreciation,Actual,-469448583.0,Q2,0,-244808944.0
2026.0,May,Retail,Russ,,Other income/(expenses) ,Actual,28258799.0,Q2,-45188244,213337368.0
2026.0,May,Retail,Russ,,Total G&A (Include Depre + Others),Actual,-1003138872.0,Q2,46361777,617335512.0
2026.0,May,Retail,Russ,EBIT,EBIT,Actual,41146700.0,Q2,171018653,-601669230.0
2026.0,May,Retail,Russ,EBITDA,EBITDA,Actual,510595283.0,Q2,171018653,-356860286.0
,,,Russ,,,,,,,
2026.0,June,Retail,Russ,Revenue,Revenue,Actual,3228527035.0,Q2,-215411906,-10314296933.0
2026.0,June,Retail,Russ,COGS,COGS,Actual,-1591556708.0,Q2,153741419,5934530740.0
2026.0,June,Retail,Russ,GP,GP,Actual,1636970327.0,Q2,-61670487,-4379766193.0
2026.0,June,Retail,Russ,SM,S&M - O2O,Actual,0.0,Q2,0,0.0
2026.0,June,Retail,Russ,SM,S&M - Offline,Actual,-24759143.0,Q2,-11076783,891501804.0
2026.0,June,Retail,Russ,SM,S&M - Online,Actual,-277953486.0,Q2,26502789,898639243.0
2026.0,June,Retail,Russ,SM,S&M - Others,Actual,-243821425.0,Q2,74895031,1093210939.0
2026.0,June,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q2,0,0.0
2026.0,June,Retail,Russ,SM,S&M - Payment Channel,Actual,0.0,Q2,0,0.0
2026.0,June,Retail,Russ,SM,S&M - PCV,Actual,0.0,Q2,0,0.0
2026.0,June,Retail,Russ,SM,S&M - Distribution Cost,Actual,-23932851.0,Q2,-6432700,208529681.0
2026.0,June,Retail,Russ,,Total S&M,Actual,-570466905.0,Q2,83888337,3091881667.0
2026.0,June,Retail,Russ,,CM,Actual,1066503422.0,Q2,22217850,-1287884526.0
2026.0,June,Retail,Russ,GA,G&A - Staff Cost,Actual,-179266739.0,Q2,-190702,18553502.0
2026.0,June,Retail,Russ,GA,G&A - Other staff cost,Actual,-285350557.0,Q2,-44752718,635004341.0
2026.0,June,Retail,Russ,GA,G&A - Facility Management and Travelling,Actual,-127151142.0,Q2,-3414690,136196616.0
2026.0,June,Retail,Russ,GA,G&A - Consultancy cost,Actual,-5901250.0,Q2,-1500000,-33907500.0
2026.0,June,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q2,0,0.0
2026.0,June,Retail,Russ,GA,G&A - IT Cost,Actual,-14128178.0,Q2,9332,9164690.0
2026.0,June,Retail,Russ,GA,G&A - Depreciation,Actual,-469963630.0,Q2,-515047,-283402655.0
2026.0,June,Retail,Russ,,Other income/(expenses) ,Actual,39485742.0,Q2,11226943,252823110.0
2026.0,June,Retail,Russ,,Total G&A (Include Depre + Others),Actual,-1042275754.0,Q2,-39136882,734432104.0
2026.0,June,Retail,Russ,EBIT,EBIT,Actual,24227668.0,Q2,-16919032,-553452422.0
2026.0,June,Retail,Russ,EBITDA,EBITDA,Actual,494191298.0,Q2,-16403985,-270049767.0
,,,Russ,,,,,,,
2026.0,July,Retail,Russ,Revenue,Revenue,Run-rate,4313508980.0,Q3,1084981945,-10737688143.0
2026.0,July,Retail,Russ,COGS,COGS,Run-rate,-2190894106.0,Q3,-599337398,6159455731.0
2026.0,July,Retail,Russ,GP,GP,Run-rate,2122614874.0,Q3,485644547,-4578232412.0
2026.0,July,Retail,Russ,SM,S&M - O2O,Run-rate,0.0,Q3,0,0.0
2026.0,July,Retail,Russ,SM,S&M - Offline,Run-rate,-20515972.0,Q3,4243171,1003619037.0
2026.0,July,Retail,Russ,SM,S&M - Online,Run-rate,-380891784.0,Q3,-102938298,1053017180.0
2026.0,July,Retail,Russ,SM,S&M - Others,Run-rate,-401787662.0,Q3,-157966237,1188797797.0
2026.0,July,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Run-rate,0.0,Q3,0,0.0
2026.0,July,Retail,Russ,SM,S&M - Payment Channel,Run-rate,0.0,Q3,0,0.0
2026.0,July,Retail,Russ,SM,S&M - PCV,Run-rate,0.0,Q3,0,0.0
2026.0,July,Retail,Russ,SM,S&M - Distribution Cost,Run-rate,-24761328.0,Q3,-828477,231137355.0
2026.0,July,Retail,Russ,,Total S&M,Run-rate,-827956746.0,Q3,-257489841,3476571369.0
2026.0,July,Retail,Russ,,CM,Run-rate,1294658128.0,Q3,228154706,-1101661043.0
2026.0,July,Retail,Russ,GA,G&A - Staff Cost,Run-rate,-179266739.0,Q3,0,24756857.0
2026.0,July,Retail,Russ,GA,G&A - Other staff cost,Run-rate,-287558725.0,Q3,-2208168,679028629.0
2026.0,July,Retail,Russ,GA,G&A - Facility Management and Travelling,Run-rate,-135517095.0,Q3,-8365953,161734127.0
2026.0,July,Retail,Russ,GA,G&A - Consultancy cost,Run-rate,-4901250.0,Q3,1000000,-38808750.0
2026.0,July,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Run-rate,0.0,Q3,0,0.0
2026.0,July,Retail,Russ,GA,G&A - IT Cost,Run-rate,-14143641.0,Q3,-15463,10294412.0
2026.0,July,Retail,Russ,GA,G&A - Depreciation,Run-rate,-469620265.0,Q3,343365,-321653001.0
2026.0,July,Retail,Russ,,Other income/(expenses) ,Run-rate,32785151.0,Q3,-6700591,285608261.0
2026.0,July,Retail,Russ,,Total G&A (Include Depre + Others),Run-rate,-1058222564.0,Q3,-15946810,800960535.0
2026.0,July,Retail,Russ,EBIT,EBIT,Run-rate,236435564.0,Q3,212207896,-300700508.0
2026.0,July,Retail,Russ,EBITDA,EBITDA,Run-rate,706055829.0,Q3,211864531,20952493.0
,,,Russ,,,,,,,
2026.0,August,Retail,Russ,Revenue,Revenue,Forecast,3884641279.0,Q3,-428867701.4,-11875925992.0
2026.0,August,Retail,Russ,COGS,COGS,Forecast,-1954803216.0,Q3,236090890.1,6766320870.0
2026.0,August,Retail,Russ,GP,GP,Forecast,1929838063.0,Q3,-192776811.3,-5109605122.0
2026.0,August,Retail,Russ,SM,S&M - O2O,Forecast,0.0,Q3,0,0.0
2026.0,August,Retail,Russ,SM,S&M - Offline,Forecast,-21332870.84,Q3,-816898.8394,1122858144.0
2026.0,August,Retail,Russ,SM,S&M - Online,Forecast,-260471975.2,Q3,120419808.8,1219489931.0
2026.0,August,Retail,Russ,SM,S&M - Others,Forecast,-346923420.0,Q3,54864242.01,1369276685.0
2026.0,August,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Forecast,0.0,Q3,0,0.0
2026.0,August,Retail,Russ,SM,S&M - Payment Channel,Forecast,0.0,Q3,0,0.0
2026.0,August,Retail,Russ,SM,S&M - PCV,Forecast,0.0,Q3,0,0.0
2026.0,August,Retail,Russ,SM,S&M - Distribution Cost,Forecast,-23373554.82,Q3,1387773.179,257992591.2
2026.0,August,Retail,Russ,,Total S&M,Forecast,-652101820.8,Q3,175854925.2,3969617351.0
2026.0,August,Retail,Russ,,CM,Forecast,1277736242.0,Q3,-16921886.1,-1139987771.0
2026.0,August,Retail,Russ,GA,G&A - Staff Cost,Forecast,-185470094.0,Q3,-6203355,24756857.0
2026.0,August,Retail,Russ,GA,G&A - Other staff cost,Forecast,-301974829.0,Q3,-14416104,678426548.0
2026.0,August,Retail,Russ,GA,G&A - Facility Management and Travelling,Forecast,-150686374.0,Q3,-15169279,161734127.0
2026.0,August,Retail,Russ,GA,G&A - Consultancy cost,Forecast,0.0,Q3,4901250,-38808750.0
2026.0,August,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Forecast,0.0,Q3,0,0.0
2026.0,August,Retail,Russ,GA,G&A - IT Cost,Forecast,-15273363.0,Q3,-1129722,10294412.0
2026.0,August,Retail,Russ,GA,G&A - Depreciation,Forecast,-457262503.0,Q3,12357762,-347545585.0
2026.0,August,Retail,Russ,,Other income/(expenses) ,Forecast,0.0,Q3,-32785151,285608261.0
2026.0,August,Retail,Russ,,Total G&A (Include Depre + Others),Forecast,-1110667163.0,Q3,-52444599,774465870.0
2026.0,August,Retail,Russ,EBIT,EBIT,Forecast,167069078.9,Q3,-69366485.1,-365521901.1
2026.0,August,Retail,Russ,EBITDA,EBITDA,Forecast,624331581.9,Q3,-81724247.1,-17976316.1
,,,Russ,,,,,,,
2026.0,September,Retail,Russ,Revenue,Revenue,Forecast,4441648257.0,Q3,557006977.9,-13086277232.0
2026.0,September,Retail,Russ,COGS,COGS,Forecast,-2230159487.0,Q3,-275356270.6,7418681127.0
2026.0,September,Retail,Russ,GP,GP,Forecast,2211488770.0,Q3,281650707.3,-5667596105.0
2026.0,September,Retail,Russ,SM,S&M - O2O,Forecast,0.0,Q3,0,0.0
2026.0,September,Retail,Russ,SM,S&M - Offline,Forecast,-23082285.29,Q3,-1749414.451,1241075846.0
2026.0,September,Retail,Russ,SM,S&M - Online,Forecast,-323938754.9,Q3,-63466779.71,1421187129.0
2026.0,September,Retail,Russ,SM,S&M - Others,Forecast,-385762075.8,Q3,-38838655.78,1576974556.0
2026.0,September,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Forecast,0.0,Q3,0,0.0
2026.0,September,Retail,Russ,SM,S&M - Payment Channel,Forecast,0.0,Q3,0,0.0
2026.0,September,Retail,Russ,SM,S&M - PCV,Forecast,0.0,Q3,0,0.0
2026.0,September,Retail,Russ,SM,S&M - Distribution Cost,Forecast,-28022167.46,Q3,-4648612.637,286490418.7
2026.0,September,Retail,Russ,,Total S&M,Forecast,-760805283.4,Q3,-108703462.6,4525727950.0
2026.0,September,Retail,Russ,,CM,Forecast,1450683487.0,Q3,172947244.7,-1141868155.0
2026.0,September,Retail,Russ,GA,G&A - Staff Cost,Forecast,-185470094.0,Q3,0,24756857.0
2026.0,September,Retail,Russ,GA,G&A - Other staff cost,Forecast,-301974829.0,Q3,0,715571689.0
2026.0,September,Retail,Russ,GA,G&A - Facility Management and Travelling,Forecast,-180863984.0,Q3,-30177610,161734127.0
2026.0,September,Retail,Russ,GA,G&A - Consultancy cost,Forecast,0.0,Q3,0,-38808750.0
2026.0,September,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Forecast,0.0,Q3,0,0.0
2026.0,September,Retail,Russ,GA,G&A - IT Cost,Forecast,-15273363.0,Q3,0,10294412.0
2026.0,September,Retail,Russ,GA,G&A - Depreciation,Forecast,-457262503.0,Q3,0,-373438169.0
2026.0,September,Retail,Russ,,Other income/(expenses) ,Forecast,0.0,Q3,0,285608261.0
2026.0,September,Retail,Russ,,Total G&A (Include Depre + Others),Forecast,-1140844773.0,Q3,-30177610,785718427.0
2026.0,September,Retail,Russ,EBIT,EBIT,Forecast,309838713.6,Q3,142769634.7,-356149728.5
2026.0,September,Retail,Russ,EBITDA,EBITDA,Forecast,767101216.6,Q3,142769634.7,17288440.52
,,,Russ,,,,,,,
2026.0,October,Retail,Russ,Revenue,Revenue,Forecast,4923642944.0,Q4,481994687.6,-14143101079.0
2026.0,October,Retail,Russ,COGS,COGS,Forecast,-2484435608.0,Q4,-254276121.5,7984283582.0
2026.0,October,Retail,Russ,GP,GP,Forecast,2439207336.0,Q4,227718566.1,-6158817497.0
2026.0,October,Retail,Russ,SM,S&M - O2O,Forecast,0.0,Q4,0,0.0
2026.0,October,Retail,Russ,SM,S&M - Offline,Forecast,-23413340.77,Q4,-331055.4754,1367174175.0
2026.0,October,Retail,Russ,SM,S&M - Online,Forecast,-339969118.5,Q4,-16030363.64,1607499088.0
2026.0,October,Retail,Russ,SM,S&M - Others,Forecast,-442837134.0,Q4,-57075058.2,1762086435.0
2026.0,October,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Forecast,0.0,Q4,0,0.0
2026.0,October,Retail,Russ,SM,S&M - Payment Channel,Forecast,0.0,Q4,0,0.0
2026.0,October,Retail,Russ,SM,S&M - PCV,Forecast,0.0,Q4,0,0.0
2026.0,October,Retail,Russ,SM,S&M - Distribution Cost,Forecast,-29580716.85,Q4,-1558549.391,316714369.9
2026.0,October,Retail,Russ,,Total S&M,Forecast,-835800310.1,Q4,-74995026.7,5053474069.0
2026.0,October,Retail,Russ,,CM,Forecast,1603407026.0,Q4,152723539.4,-1105343428.0
2026.0,October,Retail,Russ,GA,G&A - Staff Cost,Forecast,-185470094.0,Q4,0,24756857.0
2026.0,October,Retail,Russ,GA,G&A - Other staff cost,Forecast,-301974829.0,Q4,0,772424867.0
2026.0,October,Retail,Russ,GA,G&A - Facility Management and Travelling,Forecast,-179414004.0,Q4,1449980,161734127.0
2026.0,October,Retail,Russ,GA,G&A - Consultancy cost,Forecast,0.0,Q4,0,-38808750.0
2026.0,October,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Forecast,0.0,Q4,0,0.0
2026.0,October,Retail,Russ,GA,G&A - IT Cost,Forecast,-15273363.0,Q4,0,10294412.0
2026.0,October,Retail,Russ,GA,G&A - Depreciation,Forecast,-457262503.0,Q4,0,-399330753.0
2026.0,October,Retail,Russ,,Other income/(expenses) ,Forecast,0.0,Q4,0,285608261.0
2026.0,October,Retail,Russ,,Total G&A (Include Depre + Others),Forecast,-1139394793.0,Q4,1449980,816679021.0
2026.0,October,Retail,Russ,EBIT,EBIT,Forecast,464012233.1,Q4,154173519.4,-288664407.4
2026.0,October,Retail,Russ,EBITDA,EBITDA,Forecast,921274736.1,Q4,154173519.4,110666345.6
,,,Russ,,,,,,,
2026.0,November,Retail,Russ,Revenue,Revenue,Forecast,4538589904.0,Q4,-385053040,-15319345199.0
2026.0,November,Retail,Russ,COGS,COGS,Forecast,-2284378624.0,Q4,200056983.7,8614470310.0
2026.0,November,Retail,Russ,GP,GP,Forecast,2254211280.0,Q4,-184996056.3,-6704874889.0
2026.0,November,Retail,Russ,SM,S&M - O2O,Forecast,0.0,Q4,0,0.0
2026.0,November,Retail,Russ,SM,S&M - Offline,Forecast,-24823243.41,Q4,-1409902.643,1500221783.0
2026.0,November,Retail,Russ,SM,S&M - Online,Forecast,-321004605.2,Q4,18964513.35,1800829545.0
2026.0,November,Retail,Russ,SM,S&M - Others,Forecast,-402644746.4,Q4,40192387.62,1959499262.0
2026.0,November,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Forecast,0.0,Q4,0,0.0
2026.0,November,Retail,Russ,SM,S&M - Payment Channel,Forecast,0.0,Q4,0,0.0
2026.0,November,Retail,Russ,SM,S&M - PCV,Forecast,0.0,Q4,0,0.0
2026.0,November,Retail,Russ,SM,S&M - Distribution Cost,Forecast,-27731348.01,Q4,1849368.841,346131361.9
2026.0,November,Retail,Russ,,Total S&M,Forecast,-776203942.9,Q4,59596367.16,5606681952.0
2026.0,November,Retail,Russ,,CM,Forecast,1478007337.0,Q4,-125399689.1,-1098192937.0
2026.0,November,Retail,Russ,GA,G&A - Staff Cost,Forecast,-185470094.0,Q4,0,24756857.0
2026.0,November,Retail,Russ,GA,G&A - Other staff cost,Forecast,-301974829.0,Q4,0,813340080.0
2026.0,November,Retail,Russ,GA,G&A - Facility Management and Travelling,Forecast,-171445021.0,Q4,7968983,161734127.0
2026.0,November,Retail,Russ,GA,G&A - Consultancy cost,Forecast,0.0,Q4,0,-38808750.0
2026.0,November,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Forecast,0.0,Q4,0,0.0
2026.0,November,Retail,Russ,GA,G&A - IT Cost,Forecast,-15273363.0,Q4,0,10294412.0
2026.0,November,Retail,Russ,GA,G&A - Depreciation,Forecast,-457262503.0,Q4,0,-425223337.0
2026.0,November,Retail,Russ,,Other income/(expenses) ,Forecast,0.0,Q4,0,285608261.0
2026.0,November,Retail,Russ,,Total G&A (Include Depre + Others),Forecast,-1131425810.0,Q4,7968983,831701650.0
2026.0,November,Retail,Russ,EBIT,EBIT,Forecast,346581527.0,Q4,-117430706.1,-266491287.5
2026.0,November,Retail,Russ,EBITDA,EBITDA,Forecast,803844030.0,Q4,-117430706.1,158732049.5
,,,Russ,,,,,,,
2026.0,December,Retail,Russ,Revenue,Revenue,Forecast,6336776213.0,Q4,1798186309,-16892601151.0
2026.0,December,Retail,Russ,COGS,COGS,Forecast,-3189672457.0,Q4,-905293832.4,9458914257.0
2026.0,December,Retail,Russ,GP,GP,Forecast,3147103756.0,Q4,892892476.4,-7433686894.0
2026.0,December,Retail,Russ,SM,S&M - O2O,Forecast,0.0,Q4,0,0.0
2026.0,December,Retail,Russ,SM,S&M - Offline,Forecast,-31455100.53,Q4,-6631857.126,1666517486.0
2026.0,December,Retail,Russ,SM,S&M - Online,Forecast,-348164162.9,Q4,-27159557.72,2006367634.0
2026.0,December,Retail,Russ,SM,S&M - Others,Forecast,-560967990.2,Q4,-158323243.9,2229084649.0
2026.0,December,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Forecast,0.0,Q4,0,0.0
2026.0,December,Retail,Russ,SM,S&M - Payment Channel,Forecast,0.0,Q4,0,0.0
2026.0,December,Retail,Russ,SM,S&M - PCV,Forecast,0.0,Q4,0,0.0
2026.0,December,Retail,Russ,SM,S&M - Distribution Cost,Forecast,-31126848.51,Q4,-3395500.504,378284770.3
2026.0,December,Retail,Russ,,Total S&M,Forecast,-971714102.2,Q4,-195510159.2,6280254540.0
2026.0,December,Retail,Russ,,CM,Forecast,2175389654.0,Q4,697382317.1,-1153432354.0
2026.0,December,Retail,Russ,GA,G&A - Staff Cost,Forecast,-185470094.0,Q4,0,24756857.0
2026.0,December,Retail,Russ,GA,G&A - Other staff cost,Forecast,-407666019.2,Q4,-105691190.2,769535540.9
2026.0,December,Retail,Russ,GA,G&A - Facility Management and Travelling,Forecast,-229390933.0,Q4,-57945912,161734127.0
2026.0,December,Retail,Russ,GA,G&A - Consultancy cost,Forecast,0.0,Q4,0,-38808750.0
2026.0,December,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Forecast,0.0,Q4,0,0.0
2026.0,December,Retail,Russ,GA,G&A - IT Cost,Forecast,-15273363.0,Q4,0,10294412.0
2026.0,December,Retail,Russ,GA,G&A - Depreciation,Forecast,-457262503.0,Q4,0,-451115921.0
2026.0,December,Retail,Russ,,Other income/(expenses) ,Forecast,0.0,Q4,0,285608261.0
2026.0,December,Retail,Russ,,Total G&A (Include Depre + Others),Forecast,-1295062912.0,Q4,-163637102.2,762004526.9
2026.0,December,Retail,Russ,EBIT,EBIT,Forecast,880326742.0,Q4,533745215,-391427827.5
2026.0,December,Retail,Russ,EBITDA,EBITDA,Forecast,1337589245.0,Q4,533745215,59688093.49
2026.0,January,Retail,Openlabs,Revenue,Revenue,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,COGS,COGS,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,GP,GP,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - O2O,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - Offline,Actual,-45200309.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - Online,Actual,-63436932.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - Others,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - Payment Channel,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - PCV,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,SM,S&M - Distribution Cost,Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,,Total S&M,Actual,-108637241.0,Q1,,
2026.0,January,Retail,Openlabs,,CM,Actual,-108637241.0,Q1,,
2026.0,January,Retail,Openlabs,GA,G&A - Staff Cost,Actual,-109033335.0,Q1,,
2026.0,January,Retail,Openlabs,GA,G&A - Other staff cost,Actual,-70000.0,Q1,,
2026.0,January,Retail,Openlabs,GA,G&A - Facility Management and Travelling,Actual,-12813998.0,Q1,,
2026.0,January,Retail,Openlabs,GA,G&A - Consultancy cost,Actual,-15054460.0,Q1,,
2026.0,January,Retail,Openlabs,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q1,,
2026.0,January,Retail,Openlabs,GA,G&A - IT Cost,Actual,-3933438.0,Q1,,
2026.0,January,Retail,Openlabs,GA,G&A - Depreciation,Actual,-96853395.0,Q1,,
2026.0,January,Retail,Openlabs,,Other income/(expenses) ,Actual,-64807648.0,Q1,,
2026.0,January,Retail,Openlabs,,Total G&A (Include Depre + Others),Actual,-302566274.0,Q1,,
2026.0,January,Retail,Openlabs,EBIT,EBIT,Actual,-411203515.0,Q1,,
2026.0,January,Retail,Openlabs,EBITDA,EBITDA,Actual,-314350120.0,Q1,,
,,,Openlabs,,,,,,,
2026.0,February,Retail,Openlabs,Revenue,Revenue,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,COGS,COGS,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,GP,GP,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,SM,S&M - O2O,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,SM,S&M - Offline,Actual,-28746463.0,Q1,16453846,-73946772.0
2026.0,February,Retail,Openlabs,SM,S&M - Online,Actual,-32168743.0,Q1,31268189,-95605675.0
2026.0,February,Retail,Openlabs,SM,S&M - Others,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,SM,S&M - Payment Channel,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,SM,S&M - PCV,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,SM,S&M - Distribution Cost,Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,,Total S&M,Actual,-60915206.0,Q1,47722035,-169552447.0
2026.0,February,Retail,Openlabs,,CM,Actual,-60915206.0,Q1,47722035,-169552447.0
2026.0,February,Retail,Openlabs,GA,G&A - Staff Cost,Actual,-140625912.0,Q1,-31592577,107839639.0
2026.0,February,Retail,Openlabs,GA,G&A - Other staff cost,Actual,-140000.0,Q1,-70000,590000.0
2026.0,February,Retail,Openlabs,GA,G&A - Facility Management and Travelling,Actual,-8000000.0,Q1,4813998,-18813998.0
2026.0,February,Retail,Openlabs,GA,G&A - Consultancy cost,Actual,65922160.0,Q1,80976620,50867700.0
2026.0,February,Retail,Openlabs,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q1,0,0.0
2026.0,February,Retail,Openlabs,GA,G&A - IT Cost,Actual,-9229688.0,Q1,-5296250,-13163126.0
2026.0,February,Retail,Openlabs,GA,G&A - Depreciation,Actual,-16237997.0,Q1,80615398,-44825984.0
2026.0,February,Retail,Openlabs,,Other income/(expenses) ,Actual,0.0,Q1,64807648,-64807648.0
2026.0,February,Retail,Openlabs,,Total G&A (Include Depre + Others),Actual,-108311437.0,Q1,194254837,17686583.0
2026.0,February,Retail,Openlabs,EBIT,EBIT,Actual,-169226643.0,Q1,241976872,-151865864.0
2026.0,February,Retail,Openlabs,EBITDA,EBITDA,Actual,-152988646.0,Q1,161361474,-107039880.0
